feature,bin,count,mean_return,median_return,win_rate
ema_fast_12,0,17,0.0007332202882827952,0.000247396567090258,0.5294117647058824
ema_fast_12,1,17,0.0005006924324230896,0.0006660917263797703,0.6470588235294118
ema_fast_12,2,17,0.0010495756826109203,0.001114327059126871,0.5882352941176471
ema_fast_12,3,17,0.0003509574443467455,0.0006229478382705237,0.5882352941176471
ema_fast_12,4,17,0.0005261297937621942,0.0003865970112021692,0.5882352941176471
ema_fast_12,5,16,0.00047511324943200157,0.0008245722710058592,0.625
ema_fast_12,6,17,0.000580116308758368,0.000787550977187387,0.7058823529411765
ema_fast_12,7,17,0.00036710389191178816,-0.0002548045560384713,0.29411764705882354
ema_fast_12,8,17,-0.0001475622344719847,-0.00023258511604510636,0.4117647058823529
ema_fast_12,9,17,0.0003316291450062157,-0.00013650189432614073,0.47058823529411764
ema_slow_48,0,17,0.0007332202882827952,0.000247396567090258,0.5294117647058824
ema_slow_48,1,17,0.000974767164746877,0.0010441896918986235,0.7647058823529411
ema_slow_48,2,17,0.0005677824835667616,-0.00027634073218298343,0.47058823529411764
ema_slow_48,3,17,0.00043672194932554954,0.0007188628921940024,0.6470588235294118
ema_slow_48,4,17,0.0007537087725543169,0.0003865970112021692,0.5882352941176471
ema_slow_48,5,16,0.00020272642369145675,0.0006224893020096919,0.5625
ema_slow_48,6,17,0.0005308553629930314,0.000787550977187387,0.7058823529411765
ema_slow_48,7,17,0.0002637621208710907,-0.0004222860897017764,0.29411764705882354
ema_slow_48,8,17,-3.7319211638078018e-06,-0.00017327668248525146,0.4117647058823529
ema_slow_48,9,17,0.0002911406027387362,-0.00013650189432614073,0.47058823529411764
ma_spread,0,17,-0.0005719618073407933,-0.0009544927602766549,0.23529411764705882
ma_spread,1,17,0.0006085005140701929,-0.00014753503685419934,0.4117647058823529
ma_spread,2,17,0.00019207795434284482,0.000787550977187387,0.5882352941176471
ma_spread,3,17,0.0002079501716902701,0.0003865970112021692,0.5294117647058824
ma_spread,4,17,0.0007012660055867395,0.0007289342852949713,0.6470588235294118
ma_spread,5,16,0.0008410619541221158,0.0006886040881203736,0.625
ma_spread,6,17,0.000833764150939901,0.0008624293532754372,0.5294117647058824
ma_spread,7,17,0.0011608554119017424,0.0007870809646612744,0.5882352941176471
ma_spread,8,17,0.00023600988117628626,0.00027708774385813446,0.5882352941176471
ma_spread,9,17,0.0005789781599663705,0.0009594643163069764,0.7058823529411765
ma_slope,0,17,-0.00043033621670862893,-0.0008942914272465239,0.29411764705882354
ma_slope,1,17,0.0005897579979371155,-0.00014753503685419934,0.4117647058823529
ma_slope,2,17,0.0002920422888184469,0.0007867151887362813,0.5294117647058824
ma_slope,3,17,0.0003162939308809287,0.0003865970112021692,0.5294117647058824
ma_slope,4,17,0.00022154561105132905,0.000426403625331734,0.5882352941176471
ma_slope,5,16,0.0009137136674247771,0.0011404229080756332,0.75
