symbol,fold_id,model,feature,importance,abs_importance,tree_text
GBPUSD,9,logistic_primary,tsmom_avg,0.008689081311804174,0.008689081311804174,
GBPUSD,9,logistic_primary,vr_6,0.2887416758014985,0.2887416758014985,
GBPUSD,9,logistic_primary,vr_12,0.1820827973024728,0.1820827973024728,
GBPUSD,9,logistic_primary,vr_24,-0.26883995454863735,0.26883995454863735,
GBPUSD,9,logistic_primary,ma_spread,0.16368609926518032,0.16368609926518032,
GBPUSD,9,logistic_primary,ma_slope,0.1528483816061958,0.1528483816061958,
GBPUSD,9,logistic_primary,adx_14,0.0249093800178253,0.0249093800178253,
GBPUSD,9,logistic_primary,adx_slope,0.3404003485638804,0.3404003485638804,
GBPUSD,9,logistic_primary,trend_variance_ratio,-0.34167938689092975,0.34167938689092975,
GBPUSD,9,logistic_primary,range_ratio,0.3913968775329087,0.3913968775329087,
GBPUSD,9,logistic_primary,atr_percentile,0.040201289914158916,0.040201289914158916,
GBPUSD,9,logistic_primary,atr_ratio,-0.11936964637252387,0.11936964637252387,
GBPUSD,9,logistic_primary,atr_expansion_recent,0.12799025937703212,0.12799025937703212,
GBPUSD,9,logistic_primary,breakout_strength_atr_mult,-0.49459224621553344,0.49459224621553344,
GBPUSD,9,logistic_primary,breakout_velocity,-0.3359278843246711,0.3359278843246711,
GBPUSD,9,logistic_primary,early_return_1,-0.7457148730776428,0.7457148730776428,
GBPUSD,9,logistic_primary,early_return_3,0.06954380250847643,0.06954380250847643,
GBPUSD,9,logistic_primary,early_volatility,-0.2916821551825787,0.2916821551825787,
GBPUSD,9,logistic_primary,early_range_expansion,0.028672838227580637,0.028672838227580637,
GBPUSD,9,logistic_primary,early_mfe,0.8813903096401079,0.8813903096401079,
GBPUSD,9,logistic_primary,early_mae,-1.0125891605644348,1.0125891605644348,
GBPUSD,9,logistic_primary,early_slope,0.7375128692585371,0.7375128692585371,
GBPUSD,9,logistic_primary,volatility_spike_flag,0.0,0.0,
GBPUSD,9,tree_snapshot,__tree_text__,,,"|--- early_slope <= 0.00
|   |--- class: 0
|--- early_slope >  0.00
|   |--- class: 1
"
GBPUSD,10,logistic_primary,tsmom_24,-0.04311937146213172,0.04311937146213172,
GBPUSD,10,logistic_primary,tsmom_48,-0.02103304458113222,0.02103304458113222,
GBPUSD,10,logistic_primary,tsmom_72,0.08050427375087693,0.08050427375087693,
GBPUSD,10,logistic_primary,tsmom_avg,-0.001840861524999473,0.001840861524999473,
GBPUSD,10,logistic_primary,vr_6,0.3401240082641274,0.3401240082641274,
GBPUSD,10,logistic_primary,vr_12,-0.05113556079289318,0.05113556079289318,
GBPUSD,10,logistic_primary,vr_24,-0.15702401869232485,0.15702401869232485,
GBPUSD,10,logistic_primary,ma_spread,0.24049466328827912,0.24049466328827912,
GBPUSD,10,logistic_primary,ma_slope,0.24346327179149585,0.24346327179149585,
GBPUSD,10,logistic_primary,adx_14,-0.13790092091836897,0.13790092091836897,
GBPUSD,10,logistic_primary,adx_slope,0.23228877616508947,0.23228877616508947,
GBPUSD,10,logistic_primary,trend_variance_ratio,-0.16429236793308402,0.16429236793308402,
GBPUSD,10,logistic_primary,range_ratio,0.26852265398839537,0.26852265398839537,
GBPUSD,10,logistic_primary,atr_percentile,0.2713043051722598,0.2713043051722598,
GBPUSD,10,logistic_primary,atr_ratio,-0.19291362959624941,0.19291362959624941,
GBPUSD,10,logistic_primary,atr_expansion_recent,0.24086414383383797,0.24086414383383797,
GBPUSD,10,logistic_primary,breakout_strength_atr_mult,-0.27458363824531706,0.27458363824531706,
GBPUSD,10,logistic_primary,breakout_velocity,-0.06700543009917242,0.06700543009917242,
GBPUSD,10,logistic_primary,early_return_1,-0.8795951557486543,0.8795951557486543,
GBPUSD,10,logistic_primary,early_return_3,0.23137195530064406,0.23137195530064406,
GBPUSD,10,logistic_primary,early_volatility,-0.5168226698776951,0.5168226698776951,
