strategy_name,symbol,expectancy,sharpe,max_dd,trade_count,positive_fold_pct,robustness_gap,classification
TrendBreakout_V2,EURUSD,0.0007654015473434,0.973467941167683,-0.0061061822869274,12.0,0.3333333333333333,2.227767714640006e-05,REJECT
TrendBreakout_V2,GBPUSD,0.0017007476773515,1.1994828050640107,-0.0021569261154581,5.0,0.26666666666666666,0.0,REJECT
TrendBreakout_V2,AUDUSD,0.0009801395875796,0.5409864403620183,-0.0037450649585671,9.0,0.26666666666666666,0.0,REJECT
