feature_bin,avg_sharpe,avg_expectancy,positive_fold_pct
ADX:ADX_HIGH,0.5750291734453316,0.0006661195278534945,0.4411764705882353
ADX:ADX_MEDIUM,-0.9995728838297435,0.0002095985701552318,0.18181818181818182
ATR_PERCENTILE:ATRP_MEDIUM,0.19012644833364664,0.0005545255159716968,0.37777777777777777
