symbol,variant,Sharpe,Expectancy,MaxDD,TradeCount
EURUSD,baseline,0.973467941167683,0.001222608131659348,-0.006106182286927497,12.0
EURUSD,tail_selection,0.973467941167683,0.003308187972152836,-0.006106182286927497,3.0
GBPUSD,baseline,1.1994828050640107,0.0017007476773515738,-0.0021569261154581465,5.0
GBPUSD,tail_selection,1.1994828050640107,0.0024851910732345897,-0.0021569261154581465,2.0
AUDUSD,baseline,0.5409864403620183,0.0010626918037774488,-0.0037450649585671902,9.0
AUDUSD,tail_selection,0.5409864403620183,0.007649796779513812,-0.0037450649585671902,1.0
ALL,baseline,0.9046457288645705,0.0013286825375961233,-0.004002724453650945,26.0
ALL,tail_selection,0.9046457288645705,0.004481058608300413,-0.004002724453650945,6.0
