symbol,variant,trade_count,p90_trade_return,p95_trade_return,p99_trade_return,right_tail_ratio,pct_trades_contributing_50pct_pnl
AUDUSD,meta_filtered,50.0,0.0009549557382342355,0.0012865502543709662,0.004817220822201703,0.8738222445373893,0.04
AUDUSD,unfiltered,61.0,0.000947830235875252,0.0013706598108736922,0.0050767416298287075,1.0752812973044077,0.04918032786885246
EURUSD,meta_filtered,51.0,0.0011243445234713164,0.001904971860438371,0.003648364084194891,1.1811767693125694,0.0784313725490196
EURUSD,unfiltered,55.0,0.0010599235664999673,0.001847043069623314,0.003974780917949439,1.1938086051654802,0.05454545454545454
GBPUSD,meta_filtered,57.0,0.001331142230179128,0.0015360021428171091,0.002286651814223842,0.9984151602698137,0.10526315789473684
GBPUSD,unfiltered,59.0,0.0014305604044786233,0.002147479110763317,0.0034233622017659387,1.0867521390209902,0.1016949152542373
