percentile,threshold,pass_rate,n_pass,n_fail,E_pass,E_fail,separation
0.5,0.9503532693979364,0.5,3,3,0.004206726308660997,0.003308187972152836,0.0008985383365081611
0.6,0.9757363337279567,0.5,3,3,0.004206726308660997,0.003308187972152836,0.0008985383365081611
0.7,0.9878533318702611,0.3333333333333333,2,4,0.004611239650914612,0.0033305658851530686,0.0012806737657615431
0.8,0.9999703300125655,0.3333333333333333,2,4,0.004611239650914612,0.0033305658851530686,0.0012806737657615431
0.9,0.9999851315470041,0.16666666666666666,1,5,0.007649796779513812,0.0029789892125855373,0.004670807566928275
